Caption / Title,Item ID,Digital Image ID,Digital Image Source ID,Series ID,Series Title,Coverage Temporal,Coverage Place,Creating Agency ID,Creating Agency Title
Letter to the Premier of Queensland from the Prime Minister of Australia Andrew Fisher about the appointment of Colonel David Miller as the Commonwealths representative in discussions about a City Square and Gardens in Brisbane 18 November 1912,ITM2054011,DR25865,https://www.archivessearch.qld.gov.au/api/download_file/DR25865 ,S17925,Reserve Files,1910 to 1919,Brisbane City,A18,Lands Department
Letter to the Premier of Queensland from the Prime Minister of Australia Andrew Fisher regarding the proposed surrender of part of the Defence Reserve for road purposes 25 June 1915,ITM2054010,DR25864,https://www.archivessearch.qld.gov.au/api/download_file/DR25864 ,S17925,Reserve Files,1910 to 1919,Queensland,A18,Lands Department
Letter to the Premier of Queensland from the Prime Minister of Australias office Melbourne advising the travel arrangements for returned invalid soldiers 8 September 1917,ITM2109108,DR26144,https://www.archivessearch.qld.gov.au/api/download_file/DR26144 ,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Queensland,An/a,n/a
Letter to the Premier of Queensland from the Prime Ministers Office advising the display of Referendum results is to be left to the discretion of the State Governments 6 December 1917,ITM2131410,DR26778,https://www.archivessearch.qld.gov.au/api/download_file/DR26778 ,S5263,General Correspondence,1910 to 1919,Queensland,A123,Home Secretarys Office
Letter to the Premier of Queensland T.J. Ryan from Prime Minister of Australia W.M. Hughes re Commissioner of Police attending Conference of Police Commissioners in Melbourne where the Imperial Counter Espionage Bureau would be discussed 21 June 1917,ITM2058346,DR25957,https://www.archivessearch.qld.gov.au/api/download_file/DR25957 ,S5402,Inwards and General Correspondence,1910 to 1919,Queensland,A112,Chief Secretarys Department
Letter to the Premier of Queenslnad T. J. Ryan and response from the Chief Secretarys Office about the internment of Mr Monzel husband of Bertha Monzel,ITM2109305,DR26154,https://www.archivessearch.qld.gov.au/api/download_file/DR26154 ,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Queensland,An/a,n/a
Letter to the Prime Minister of Australia from Premier Ryan of Queensland asking for verification of statements made by the Minister of Defence and General Legge 30 November 1917,ITM2119767,DR26703,https://www.archivessearch.qld.gov.au/api/download_file/DR26703 ,S13274,Briefs and Associated Papers,1910 to 1919,Queensland,A19,Justice Department 
Letter to the Private Secretary from A.L. Douglas Esq. manager of the Commonwealth Bank Brisbane regarding the ceremony of the laying of the Foundation Stone of the first soldiers home to be built in Queensland 19 August 1919 to 21 August 1919,ITM2107265,DR26122,https://www.archivessearch.qld.gov.au/api/download_file/DR26122 ,S1139,Official Correspondence,1910 to 1919,Brisbane City,A910,Office of the Governor of Queensland
Letter to the Private Secretary of the Governor of Queensland from the  Secretary of the Local Authorities Association of Queensland forwarding a resolution passed at a recent conference,ITM2043632,DR25244,https://www.archivessearch.qld.gov.au/api/download_file/DR25244 ,S1139,Official Correspondence,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
Letter to the Public Instruction Department from Edward Easton about keeping a machine gun from the War Trophies Committee at Homestead School 27 April 1921 to 5 May 1921,ITM2161257,DR27287,https://www.archivessearch.qld.gov.au/api/download_file/DR27287 ,S12607,School Files Correspondence for State Schools,1920 to 1929,Charters Towers Region,A32,Public Instruction Department
Letter to the Queensland Governor Sir H.J. Goold Adams from Queensland Central Peace Loan Committee about the results of the Governors Shield Competition won through the purchasing of Seventh War Loan bonds 24 October 1919 to 30 October 1919,ITM2184765,DR27299,https://www.archivessearch.qld.gov.au/api/download_file/DR27299 ,S1139,Official Correspondence,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
Letter to the Queensland Museum from Mr Thomas Illidge about his supply of Ceratodus lungfish the New Fish and Oyster Act and the impact of the war on his arrangements and supply of Ceratodus 30 December 1914,ITM2123882,DR26723,https://www.archivessearch.qld.gov.au/api/download_file/DR26723 ,S5402,Inwards and General Correspondence,1910 to 1919,Queensland,A112,Chief Secretarys Department
Letter to the Queensland Patriotic Fund from the State Public Service Patriotic Fund via the Honorary Treasurer outlining donations for the relief of distressed Belgians 22 February 1915 to 26 February 1915,ITM2046865,DR25281,https://www.archivessearch.qld.gov.au/api/download_file/DR25281 ,S5384,Batch and Miscellaneous Subject Files,1910 to 1919,Queensland,A112,Chief Secretarys Department
Letter to The Rev Joseph Lundie from the Secretary of the Police Commissioners office regarding sly-grog selling in the neighbourhood of the Military Camp at Enoggera 14 May 1915,ITM1834909,DR24030,https://www.archivessearch.qld.gov.au/api/download_file/DR24030 ,S16865,General Correspondence,1910 to 1919,Brisbane City,A1521,Police Department Police Service Commissioners Office
Letter to the Secretary for Railways Queensland from the Secretarys Office Melbourne enclosing the resolutions agreed to by the Commissioners of the New South Wales Queensland Tasmanian and Victorian Railways 17 September 1914,ITM2135931,DR26888,https://www.archivessearch.qld.gov.au/api/download_file/DR26888 ,S9790,Hard Batch Series,1910 to 1919,Queensland,A366,Railway Department
Letter to the Secretary Commissioner for Railways from the General Manager Pintschs Patent Lighting Company Limited outlining changes to how they will source material used for the lighting for railway trains buoys beacons etc 21 August 1914,ITM2135930,DR26887,https://www.archivessearch.qld.gov.au/api/download_file/DR26887 ,S9790,Hard Batch Series,1910 to 1919,Brisbane City,A366,Railway Department
Letter to the Secretary Office for the Commissioner of Railways from the General Storekeeper Northern Division Railways enclosing a debit note for war risk insurance from Messrs Burns Philp & Company 19 October 1914,ITM2135813,DR26859,https://www.archivessearch.qld.gov.au/api/download_file/DR26859 ,S9790,Hard Batch Series,1910 to 1919,Brisbane City,A366,Railway Department
Letter to the Secretary Queensland Government railways from John Reid and Nephews discussing extra costs for goods under contract 24 October 1914,ITM2135812,DR26858,https://www.archivessearch.qld.gov.au/api/download_file/DR26858 ,S9790,Hard Batch Series,1910 to 1919,Brisbane City,A366,Railway Department
Letter to the Senior Inspector of Police enclosing lists of Queensland police on leave of absence for military service 25 August 1915,ITM2148267,DR26977,https://www.archivessearch.qld.gov.au/api/download_file/DR26977 ,S16865,General Correspondence,1910 to 1919,Queensland,A1521,Police Department Police Service Commissioners Office
Letter to the Traffic Inspector Police Department Brisbane from the State Recruiting Committee requesting to have a motor lorry precede the Anzac Day procession 24 April 1917,ITM2041774,DR25152,https://www.archivessearch.qld.gov.au/api/download_file/DR25152,S16865,General Correspondence,1910 to 1919,Brisbane City,A1521,Police Department Police Service Commissioners Office
Letter to the Under Secretary for the Premier of Queensland regarding a public reception to be held at the 27th Australian Auxiliary Hospital Rosemount 2 February 1920,ITM2107264,DR26121,https://www.archivessearch.qld.gov.au/api/download_file/DR26121 ,S5384,Batch and Miscellaneous Subject Files,1920 to 1929,Brisbane City,An/a,n/a
Letter to the Under Secretary of the Chief Secretarys Department Brisbane from the Queensland Government Intelligence and Tourist Bureau enclosing the quarterly report 10 January 1917,ITM2124085,DR26727,https://www.archivessearch.qld.gov.au/api/download_file/DR26727 ,S5402,Inwards and General Correspondence,1910 to 1919,Brisbane City,A112,Chief Secretarys Department
Letter to the Under Secretary of the Chief Secretarys Department from the Secretary of Queensland Government Offices London enclosing photos of an Australian band marching through a burning Bapaume street 3 May 1917,ITM2058347,DR25958,https://www.archivessearch.qld.gov.au/api/download_file/DR25958 ,S5402,Inwards and General Correspondence,1910 to 1919,Queensland,A112,Chief Secretarys Department
Letter to the Under Secretary of the Chief Secretarys Department Brisbane from the State Recruiting Committee Brisbane requesting Mr Herbert Goad of Maryborough be made a Justice of the Peace 11 January 1917 to 26 January 1917,ITM2124086,DR26728,https://www.archivessearch.qld.gov.au/api/download_file/DR26728 ,S5402,Inwards and General Correspondence,1910 to 1919,Brisbane City,A112,Chief Secretarys Department
Letter to the Under Secretary of the Chief Secretarys Office Brisbane from the Under Secretary of the Department of Agriculture Brisbane  enclosing a copy of a Draft Bill titled Veterinary Surgeons Bill Bill 22 November 1916,ITM2124097,DR26731,https://www.archivessearch.qld.gov.au/api/download_file/DR26731 ,S5402,Inwards and General Correspondence,1910 to 1919,Brisbane City,A112,Chief Secretarys Department
Letter to the Under Secretary of the Chief Secretarys Office Brisbane from the Under Secretary of the Department of Agriculture Brisbane  enclosing a copy of a Draft Bill titled Stallions Registration Bill 22 November 1916,ITM2124088,DR26730,https://www.archivessearch.qld.gov.au/api/download_file/DR26730 ,S5402,Inwards and General Correspondence,1910 to 1919,Brisbane City,A112,Chief Secretarys Department
Letter to the Under Secretary of the Home Department from the Commissioner of Police providing information about police officers enlistment in the Australian Imperial Forces 15 March 1919,ITM2139938,DR26930,https://www.archivessearch.qld.gov.au/api/download_file/DR26930 ,S16865,General Correspondence,1910 to 1919,Queensland,A1521,Police Department Police Service Commissioners Office
Letter to the Undersecretary of the Lands Department from Private S V Romashkevisch regarding land selection at Wallumbilla 23 January 1916,ITM1401783,DR5381,https://www.archivessearch.qld.gov.au/api/download_file/DR5381 ,S14028,Land Opened for Group Selection,1910 to 1919,Queensland,A18,Lands Department
Letter to W.J. Coakes from W. Bryant about his lack of fitness preventing him to volunteer for the Light Horse Regiment 15 September 1914 to 18 October 1914,ITM2187870,DR27323,https://www.archivessearch.qld.gov.au/api/download_file/DR27323 ,S16865,General Correspondence,1910 to 1919,Brisbane City,A1521,Police Department Police Service Commissioners Office
Letters from presiding chairman of the Parliament of Queensland and the Private Secretarys Office acknowledging the correspondence re the resignation of Dr Eugen Hirschfeld from the Legislative Council of Queensland 4 November 1914 to 21 January 1915,ITM2046879,DR25294,https://www.archivessearch.qld.gov.au/api/download_file/DR25294 ,S1139,Official Correspondence,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
Letters to and from the Department of Public Instruction about the re-admission of Helen Findlay Anderson to work as Assistant Teacher at Nundah State School 4 November 1916 to 22 November 1916,ITM2046877,DR25292,https://www.archivessearch.qld.gov.au/api/download_file/DR25292 ,S12607,School Files Correspondence for State Schools,1910 to 1919,Brisbane City,A32,Public Instruction Department
Letters to and from the Governor of Queensland about the resignation of the Premier Digby Frank Denman and his colleagues 24 May 1915 to 26 May 1915,ITM2043639,DR25250,https://www.archivessearch.qld.gov.au/api/download_file/DR25250 ,S1139,Official Correspondence,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
